location,size,total_sqft,bath,price,Place
Karapakkam,1 bhk,1045,1.0,85.63875,Chennai
Karapakkam,1 bhk,1253,1.0,60.3675,Chennai
KK Nagar,2 bhk,1472,1.0,131.857,Chennai
Anna Nagar,1 bhk,1765,1.0,203.2544,Chennai
T Nagar,1 bhk,1634,1.0,134.2767,Chennai
KK Nagar,3 bhk,1823,2.0,161.423,Chennai
KK Nagar,4 bhk,2404,2.0,135.2604,Chennai
Chrompet,1 bhk,985,1.0,95.7345,Chennai
Chrompet,1 bhk,826,1.0,91.404,Chennai
Chrompet,1 bhk,705,1.0,74.957,Chennai
Chrompet,1 bhk,987,1.0,74.1585,Chennai
KK Nagar,2 bhk,1625,1.0,102.3206,Chennai
Velachery,2 bhk,1729,1.0,74.8565,Chennai
Anna Nagar,1 bhk,1791,1.0,202.3486,Chennai
Chrompet,1 bhk,1019,1.0,103.1578,Chennai
Chrompet,2 bhk,1212,1.0,123.832,Chennai
Adyar,2 bhk,1234,2.0,74.1524,Chennai
Karapakkam,1 bhk,850,1.0,35.6175,Chennai
Adyar,1 bhk,662,1.0,88.48105,Chennai
Karapakkam,2 bhk,1555,2.0,87.455,Chennai
Anna Nagar,1 bhk,1711,1.0,112.1603,Chennai
Chrompet,1 bhk,1064,1.0,132.164,Chennai
Chrompet,1 bhk,816,1.0,82.278,Chennai
Adyar,2 bhk,1252,2.0,85.2978,Chennai
Velachery,3 bhk,1917,2.0,80.2746,Chennai
Chrompet,1 bhk,1013,1.0,104.3115,Chennai
Chrompet,1 bhk,1080,1.0,83.191,Chennai
Karapakkam,1 bhk,627,1.0,62.31125,Chennai
Chrompet,1 bhk,1058,1.0,121.9705,Chennai
Chrompet,1 bhk,951,1.0,116.2135,Chennai
Anna Nagar,2 bhk,1823,1.0,134.5026,Chennai
Karapakkam,1 bhk,575,1.0,39.7525,Chennai
Chrompet,1 bhk,737,1.0,94.5545,Chennai
Adyar,1 bhk,706,1.0,50.54675,Chennai
Karapakkam,1 bhk,1109,1.0,52.055,Chennai
Chrompet,2 bhk,1211,1.0,92.1225,Chennai
Karapakkam,2 bhk,1450,2.0,68.9025,Chennai
Adyar,2 bhk,1277,2.0,136.0632,Chennai
T Nagar,1 bhk,1568,1.0,128.0288,Chennai
Adyar,1 bhk,995,1.0,121.71985,Chennai
Karapakkam,1 bhk,1304,1.0,67.215,Chennai
Karapakkam,1 bhk,561,1.0,47.0375,Chennai
Karapakkam,1 bhk,831,1.0,60.8325,Chennai
Anna Nagar,2 bhk,1811,1.0,135.1004,Chennai
KK Nagar,2 bhk,1563,1.0,138.4018,Chennai
Chrompet,1 bhk,1107,1.0,132.8245,Chennai
Chrompt,1 bhk,910,1.0,78.4775,Chennai
T Nagar,1 bhk,1512,1.0,185.3124,Chennai
Chrompet,1 bhk,1061,1.0,104.8502,Chennai
Velachery,3 bhk,1851,2.0,111.4477,Chennai
Anna Nagar,1 bhk,1655,1.0,205.8663,Chennai
Karapakkam,1 bhk,895,1.0,54.375,Chennai
Karapakkam,1 bhk,1192,1.0,86.2975,Chennai
Velachery,2 bhk,1670,1.0,81.4753,Chennai
Anna Nagar,1 bhk,1532,1.0,113.013,Chennai
Velachery,3 bhk,1896,2.0,99.1186,Chennai
Karapakkam,1 bhk,1296,1.0,65.3725,Chennai
KK Nagar,3 bhk,2045,2.0,169.5726,Chennai
Adyar,1 bhk,722,1.0,53.10935,Chennai
Adyar,1 bhk,637,1.0,105.76965,Chennai
Velachery,2 bhk,1519,1.0,126.8238,Chennai
Karapakkam,1 bhk,1107,1.0,44.62,Chennai
Anna Nagar,1 bhk,1788,1.0,135.8165,Chennai
Karapakkam,1 bhk,923,1.0,73.4675,Chennai
Chrompet,2 bhk,1261,1.0,98.2275,Chennai
T Nagar,1 bhk,1773,1.0,141.0125,Chennai
Chrompet,1 bhk,1104,1.0,97.1823,Chennai
Chrompet,1 bhk,883,1.0,77.8135,Chennai
Karapakkam,2 bhk,1639,2.0,87.93625,Chennai
Karapakkam,1 bhk,910,1.0,56.0275,Chennai
Karapakkam,2 bhk,1572,2.0,67.145,Chennai
KK Nagar,3 bhk,1854,2.0,109.4806,Chennai
Karapakkam,1 bhk,1219,1.0,59.43875,Chennai
Adyar,1 bhk,1033,1.0,80.23795,Chennai
Adyar,1 bhk,861,1.0,75.87075,Chennai
Chrompet,1 bhk,963,1.0,79.44,Chennai
Velachery,2 bhk,1537,1.0,74.684,Chennai
Karapakkam,2 bhk,1579,2.0,93.435,Chennai
T Nagar,2 bhk,1925,1.0,126.8834,Chennai
Karapakkam,2 bhk,1584,2.0,104.9525,Chennai
T Nagar,2 bhk,1829,1.0,142.2906,Chennai
Velachery,2 bhk,1761,1.0,113.6031,Chennai
Karapakkam,1 bhk,1204,1.0,74.5225,Chennai
Chrompet,1 bhk,1165,1.0,81.9625,Chennai
Chrompet,1 bhk,1109,1.0,87.139,Chennai
Chrompt,1 bhk,818,1.0,117.5225,Chennai
T Nagar,1 bhk,1600,1.0,122.1312,Chennai
Karapakkam,1 bhk,1170,1.0,83.225,Chennai
Chrompet,2 bhk,1288,1.0,89.35,Chennai
Anna Nagar,1 bhk,1598,1.0,133.586,Chennai
Chrompet,1 bhk,722,1.0,64.9424,Chennai
Chrompet,1 bhk,798,1.0,64.8615,Chennai
Karapakkam,1 bhk,933,1.0,87.45,Chennai
Chrompet,1 bhk,1086,1.0,140.218,Chennai
KK Nagar,3 bhk,1952,2.0,96.7116,Chennai
Chrompet,1 bhk,1052,1.0,78.7149,Chennai
Velachery,2 bhk,1786,1.0,142.0508,Chennai
Karapakkam,2 bhk,1652,2.0,70.145,Chennai
Karapakkam,2 bhk,1607,2.0,62.2725,Chennai
Chrompet,2 bhk,1229,1.0,79.4695,Chennai
T Nagar,2 bhk,1902,1.0,201.8198,Chennai
Velachery,2 bhk,1677,1.0,126.9537,Chennai
Chrmpet,1 bhk,979,1.0,89.5915,Chennai
Adyar,1 bhk,655,1.0,79.2464,Chennai
Chrompet,1 bhk,947,1.0,118.678,Chennai
Velachery,3 bhk,1882,2.0,124.0207,Chennai
Chrompet,1 bhk,963,1.0,82.604,Chennai
Chrompet,1 bhk,1055,1.0,120.69,Chennai
Karapakkam,2 bhk,1390,2.0,59.405,Chennai
Velachery,2 bhk,1599,1.0,79.8957,Chennai
Karapakkam,2 bhk,1591,2.0,87.91,Chennai
Karapakkam,1 bhk,1265,1.0,100.27,Chennai
Adyar,1 bhk,870,1.0,111.1101,Chennai
Adyar,1 bhk,1122,1.0,85.99095,Chennai
Adyar,1 bhk,613,1.0,67.0321,Chennai
Velachery,2 bhk,1670,1.0,81.5339,Chennai
KK Nagar,2 bhk,1338,1.0,128.4698,Chennai
KK Nagar,1 bhk,1319,1.0,78.2678,Chennai
KK Nagar,2 bhk,1710,1.0,109.7814,Chennai
Anna Nagar,2 bhk,1938,1.0,118.0218,Chennai
Karapakkam,1 bhk,1058,1.0,83.885,Chennai
Chrompet,2 bhk,1251,1.0,142.3985,Chennai
Anna Nagar,1 bhk,1710,1.0,182.9998,Chennai
Adyar,1 bhk,617,1.0,49.1794,Chennai
Adyar,1 bhk,916,1.0,61.7707,Chennai
Chrompet,1 bhk,1027,1.0,76.712,Chennai
Adyar,2 bhk,1223,2.0,68.9745,Chennai
KK Nagar,2 bhk,1422,1.0,139.4058,Chennai
Chrompet,1 bhk,1081,1.0,123.701,Chennai
Velachery,2 bhk,1603,1.0,141.0265,Chennai
Anna Nagar,1 bhk,1762,1.0,146.8258,Chennai
Adyar,2 bhk,1219,2.0,74.0026,Chennai
KK Nagar,3 bhk,1953,2.0,102.8898,Chennai
Karapakkam,1 bhk,1208,1.0,63.7775,Chennai
Karapakkam,1 bhk,849,1.0,63.1275,Chennai
Karapakkam,1 bhk,522,1.0,43.6275,Chennai
Karapakkam,2 bhk,1610,2.0,125.2025,Chennai
KK Nagar,3 bhk,1945,2.0,108.3446,Chennai
Adyar,1 bhk,884,1.0,94.26345,Chennai
Karapakkam,1 bhk,668,1.0,52.325,Chennai
Karapakkam,1 bhk,740,1.0,52.83,Chennai
Adyar,1 bhk,1158,1.0,104.1648,Chennai
Velachery,3 bhk,1840,2.0,157.1537,Chennai
Chrompet,1 bhk,829,1.0,91.7995,Chennai
Anna Nagar,1 bhk,1650,1.0,171.1503,Chennai
Anna Nagar,1 bhk,1663,1.0,128.6956,Chennai
Velachery,3 bhk,1913,2.0,70.3072,Chennai
Velachery,3 bhk,1963,2.0,86.3698,Chennai
T Nagar,2 bhk,1806,1.0,146.388,Chennai
Velachery,2 bhk,1630,1.0,72.7948,Chennai
Karapakkam,1 bhk,1016,1.0,44.7375,Chennai
T Nagar,2 bhk,1823,1.0,205.2777,Chennai
Chrompet,1 bhk,1185,1.0,123.877,Chennai
Karapakkam,2 bhk,1478,2.0,44.5875,Chennai
Chrompet,1 bhk,875,1.0,85.375,Chennai
KK Nagar,3 bhk,2087,2.0,115.527,Chennai
Anna Nagar,2 bhk,1970,1.0,137.035,Chennai
Velachery,2 bhk,1645,1.0,139.206,Chennai
TNagar,2 bhk,1856,1.0,195.5062,Chennai
Velachery,2 bhk,1782,1.0,160.6864,Chennai
Karapakkam,2 bhk,1465,2.0,63.97,Chennai
KK Nagar,4 bhk,2439,2.0,111.1972,Chennai
KK Nagar,2 bhk,1693,1.0,114.3166,Chennai
Anna Nagar,1 bhk,1737,1.0,127.9325,Chennai
Karapakkam,1 bhk,1111,1.0,86.3125,Chennai
KK Nagar,4 bhk,2485,2.0,189.8416,Chennai
Velachery,2 bhk,1568,1.0,124.1567,Chennai
Karapakkam,1 bhk,512,1.0,52.445,Chennai
Chrompet,1 bhk,958,1.0,107.2055,Chennai
T Nagar,1 bhk,1565,1.0,196.8502,Chennai
KK Nagar,2 bhk,1706,1.0,144.0014,Chennai
Velachery,2 bhk,1616,1.0,100.9416,Chennai
Anna Nagar,1 bhk,1531,1.0,174.8055,Chennai
Anna Nagar,1 bhk,1636,1.0,133.8053,Chennai
KK Nagar,3 bhk,1997,2.0,164.695,Chennai
Chrompet,1 bhk,915,1.0,81.333,Chennai
Adyar,1 bhk,1046,1.0,107.6022,Chennai
KK Nagar,2 bhk,1465,1.0,101.4818,Chennai
KK Nagar,2 bhk,1399,1.0,106.9534,Chennai
Chrompet,1 bhk,1126,1.0,88.8272,Chennai
Karapakkam,2 bhk,1368,2.0,67.7475,Chennai
Chrompet,1 bhk,709,1.0,64.353,Chennai
T Nagar,1 bhk,1550,1.0,111.0923,Chennai
Velachery,3 bhk,1882,2.0,142.3922,Chennai
Anna Nagar,1 bhk,1538,1.0,113.1292,Chennai
Velachery,3 bhk,1881,2.0,144.9577,Chennai
Adyar,1 bhk,641,1.0,99.47855,Chennai
Anna Nagar,2 bhk,1912,1.0,123.6484,Chennai
Chrompet,1 bhk,1194,1.0,136.8365,Chennai
Karapakkam,2 bhk,1502,2.0,93.2825,Chennai
Anna Nagar,1 bhk,1649,1.0,188.0365,Chennai
Karapakkam,1 bhk,854,1.0,75.8175,Chennai
KK Nagar,4 bhk,2388,2.0,120.1452,Chennai
Karapakkam,2 bhk,1381,2.0,82.8625,Chennai
Chrompet,1 bhk,838,1.0,121.9455,Chennai
KK Nagar,2 bhk,1684,1.0,149.9484,Chennai
Anna Nagar,1 bhk,1740,1.0,136.9597,Chennai
T Nagar,2 bhk,1918,1.0,207.4753,Chennai
Karapakkam,1 bhk,669,1.0,51.10125,Chennai
Chrompet,1 bhk,965,1.0,96.253,Chennai
Velachery,3 bhk,1899,2.0,84.3341,Chennai
Velachery,2 bhk,1553,1.0,67.6643,Chennai
Karapakkam,1 bhk,976,1.0,68.955,Chennai
Anna Nagar,1 bhk,1628,1.0,126.5155,Chennai
Chrompet,1 bhk,894,1.0,90.3878,Chennai
Anna Nagar,1 bhk,1734,1.0,104.9758,Chennai
Karapakkam,1 bhk,662,1.0,50.735,Chennai
Adyar,1 bhk,994,1.0,108.3488,Chennai
Chrompet,1 bhk,1033,1.0,117.188,Chennai
Karapakkam,2 bhk,1462,2.0,43.615,Chennai
Anna Nagar,1 bhk,1662,1.0,190.7483,Chennai
KK Nagar,3 bhk,1865,2.0,98.5936,Chennai
Karapakkam,1 bhk,1042,1.0,52.6525,Chennai
Chrompet,1 bhk,828,1.0,75.5306,Chennai
Chrompet,1 bhk,850,1.0,71.2375,Chennai
Karapakkam,2 bhk,1562,2.0,113.59,Chennai
KK Nagar,2 bhk,1425,1.0,97.621,Chennai
Anna Nagar,2 bhk,1813,1.0,123.7055,Chennai
Velachery,3 bhk,1973,2.0,89.6297,Chennai
Anna Nagar,1 bhk,1558,1.0,108.4176,Chennai
Velachery,2 bhk,1702,1.0,101.407,Chennai
T Nagar,1 bhk,1781,1.0,179.5901,Chennai
T Nagar,1 bhk,1538,1.0,177.4932,Chennai
Velachery,3 bhk,1906,2.0,166.027,Chennai
Anna Nagar,1 bhk,1782,1.0,149.8026,Chennai
Adyar,1 bhk,848,1.0,114.7683,Chennai
Chrompet,1 bhk,737,1.0,102.762,Chennai
T Nagar,1 bhk,1512,1.0,137.3761,Chennai
KK Nagar,3 bhk,1956,2.0,113.7392,Chennai
KK Nagar,2 bhk,1402,1.0,130.8558,Chennai
Chrompet,1 bhk,779,1.0,75.7483,Chennai
Anna Nagar,1 bhk,1625,1.0,120.8547,Chennai
Anna Nagar,1 bhk,1724,1.0,123.3754,Chennai
KK Nagar,4 bhk,2277,2.0,133.1052,Chennai
T Nagar,1 bhk,1692,1.0,136.6991,Chennai
Chrompet,1 bhk,1184,1.0,138.6065,Chennai
Karapakkam,1 bhk,657,1.0,36.43875,Chennai
Chrompet,1 bhk,942,1.0,77.6655,Chennai
Velachery,2 bhk,1535,1.0,142.1185,Chennai
Chrompet,1 bhk,966,1.0,132.3185,Chennai
Karapakkam,1 bhk,1294,1.0,91.6075,Chennai
KK Nagar,3 bhk,2042,2.0,118.4852,Chennai
Adyar,1 bhk,1110,1.0,85.6106,Chennai
Chrompet,1 bhk,819,1.0,81.319,Chennai
Chrompet,1 bhk,1132,1.0,137.097,Chennai
Adyar,1 bhk,900,1.0,101.2844,Chennai
KK Nagar,4 bhk,2486,2.0,196.1598,Chennai
Karapakkam,1 bhk,896,1.0,67.655,Chennai
Velachery,2 bhk,1749,1.0,153.8861,Chennai
Chrompet,2 bhk,1252,1.0,149.0245,Chennai
Chrompet,2 bhk,1234,1.0,138.2215,Chennai
KK Nagar,4 bhk,2306,2.0,113.1928,Chennai
Chrompet,1 bhk,814,1.0,88.9093,Chennai
Chrompet,1 bhk,878,1.0,92.0936,Chennai
Chrompet,1 bhk,1053,1.0,132.174,Chennai
T Nagar,2 bhk,1809,1.0,200.3451,Chennai
Anna Nagar,2 bhk,1871,1.0,149.0422,Chennai
Chrompet,1 bhk,802,1.0,97.217,Chennai
Chrompet,1 bhk,1191,1.0,98.9405,Chennai
Adyar,1 bhk,1025,1.0,108.4361,Chennai
KK Nagar,2 bhk,1392,1.0,122.8636,Chennai
KK Nagar,4 bhk,2499,2.0,133.9792,Chennai
Karapakkam,1 bhk,1290,1.0,87.005,Chennai
Anna Nagar,1 bhk,1760,1.0,203.4635,Chennai
Chrompet,2 bhk,1279,1.0,97.9573,Chennai
Chrompet,1 bhk,816,1.0,100.081,Chennai
T Nagar,2 bhk,1904,1.0,208.3852,Chennai
KK Nagar,2 bhk,1502,1.0,126.1446,Chennai
Chrompet,1 bhk,922,1.0,86.3464,Chennai
T Nagar,1 bhk,1781,1.0,205.1875,Chennai
Adyar,1 bhk,645,1.0,87.9348,Chennai
Chrompet,1 bhk,1142,1.0,128.073,Chennai
T Nagar,1 bhk,1674,1.0,104.1013,Chennai
Adyar,1 bhk,781,1.0,111.5778,Chennai
Adyar,2 bhk,1274,2.0,93.3505,Chennai
Karapakkam,1 bhk,687,1.0,59.13625,Chennai
T Nagar,2 bhk,1886,1.0,146.7117,Chennai
T Nagar,1 bhk,1598,1.0,200.2411,Chennai
Karapakkam,1 bhk,593,1.0,64.7425,Chennai
Anna Nagar,2 bhk,1815,1.0,198.1428,Chennai
Karapakkam,1 bhk,1121,1.0,58.49125,Chennai
Chrompet,1 bhk,1182,1.0,100.9794,Chennai
Anna Nagar,2 bhk,1864,1.0,128.6759,Chennai
KK Nagar,3 bhk,2125,2.0,166.5656,Chennai
Chrompet,1 bhk,955,1.0,97.437,Chennai
Velachery,2 bhk,1625,1.0,137.1894,Chennai
Chrompet,1 bhk,864,1.0,125.5665,Chennai
Chrompet,1 bhk,1183,1.0,104.5396,Chennai
Karapakkam,1 bhk,938,1.0,49.185,Chennai
Karapakkam,1 bhk,1040,1.0,76.005,Chennai
Chrompet,1 bhk,849,1.0,116.506,Chennai
Karapakkam,1 bhk,914,1.0,66.88,Chennai
Karapakkam,1 bhk,1156,1.0,89.4775,Chennai
Chrompet,1 bhk,830,1.0,108.5885,Chennai
KK Nagar,2 bhk,1655,1.0,98.4358,Chennai
KK Nagar,2 bhk,1693,1.0,100.218,Chennai
Chrompet,1 bhk,1014,1.0,130.9165,Chennai
Chrompet,1 bhk,1148,1.0,81.7915,Chennai
KK Nagar,4 bhk,2453,2.0,137.2904,Chennai
KK Nagar,3 bhk,2167,2.0,124.7724,Chennai
Karapakkam,2 bhk,1404,2.0,91.465,Chennai
T Nagar,1 bhk,1545,1.0,139.8692,Chennai
Velachery,2 bhk,1634,1.0,81.779,Chennai
Chrompet,2 bhk,1268,1.0,109.8265,Chennai
KK Nagar,2 bhk,1682,1.0,122.3916,Chennai
Velachery,2 bhk,1787,1.0,96.4018,Chennai
Karapakkam,2 bhk,1337,2.0,79.53125,Chennai
Adyar,1 bhk,695,1.0,61.4941,Chennai
Anna Nagar,2 bhk,1930,1.0,130.6078,Chennai
Chrompet,1 bhk,1042,1.0,105.8104,Chennai
T Nagar,1 bhk,1613,1.0,175.3842,Chennai
Karapakkam,1 bhk,1270,1.0,89.535,Chennai
Chrompet,1 bhk,997,1.0,120.562,Chennai
Chrompet,1 bhk,726,1.0,62.8065,Chennai
Velachery,3 bhk,1853,2.0,100.1778,Chennai
Velachery,2 bhk,1591,1.0,83.5383,Chennai
Anna Nagar,2 bhk,1980,1.0,143.3279,Chennai
KK Nagar,4 bhk,2226,2.0,116.704,Chennai
Adyar,1 bhk,808,1.0,119.49085,Chennai
Karapakkam,2 bhk,1376,2.0,81.0525,Chennai
T Nagar,2 bhk,1868,1.0,200.3345,Chennai
Karapakkam,1 bhk,1311,1.0,65.3225,Chennai
Adyar,1 bhk,805,1.0,89.34405,Chennai
Chrompet,1 bhk,706,1.0,78.1897,Chennai
Karapakkam,2 bhk,1464,2.0,62.7275,Chennai
Adyar,1 bhk,648,1.0,103.7421,Chennai
Velachery,3 bhk,1917,2.0,110.8152,Chennai
Adyar,1 bhk,1018,1.0,92.1332,Chennai
Anna Nagar,1 bhk,1694,1.0,188.5525,Chennai
Chrompet,1 bhk,1112,1.0,133.6365,Chennai
Karapakkam,1 bhk,950,1.0,64.0875,Chennai
Adyar,2 bhk,1282,2.0,109.3417,Chennai
Velachery,2 bhk,1639,1.0,70.1684,Chennai
KK Nagar,2 bhk,1501,1.0,106.8168,Chennai
Chrompet,1 bhk,765,1.0,57.37,Chennai
Anna Nagar,1 bhk,1765,1.0,136.6885,Chennai
Karapakkam,2 bhk,1518,2.0,65.97,Chennai
KK Nagar,4 bhk,2417,2.0,114.3612,Chennai
Karapakkam,1 bhk,1070,1.0,50.4675,Chennai
T Nagar,1 bhk,1784,1.0,148.1956,Chennai
Chrompet,1 bhk,1188,1.0,97.9751,Chennai
Karapakkam,2 bhk,1494,2.0,81.88,Chennai
T Nagar,2 bhk,1810,1.0,204.4149,Chennai
Karapakkam,1 bhk,738,1.0,67.99,Chennai
KK Nagar,2 bhk,1564,1.0,100.1936,Chennai
Karapakkam,1 bhk,1211,1.0,85.05,Chennai
Velachery,2 bhk,1662,1.0,133.8434,Chennai
Velachery,2 bhk,1530,1.0,108.5118,Chennai
Adyar,1 bhk,909,1.0,83.1059,Chennai
Adyar,1 bhk,690,1.0,74.86235,Chennai
Chrompet,1 bhk,780,1.0,70.6,Chennai
Chrompet,1 bhk,1195,1.0,102.105,Chennai
Karapakkam,2 bhk,1428,2.0,131.805,Chennai
Adyar,1 bhk,746,1.0,63.9069,Chennai
Adyar,1 bhk,921,1.0,71.7825,Chennai
Adyar,1 bhk,607,1.0,53.83105,Chennai
Adyar,1 bhk,712,1.0,69.78025,Chennai
KK Nagar,4 bhk,2312,2.0,125.698,Chennai
Velachery,3 bhk,1809,2.0,112.6947,Chennai
T Nagar,2 bhk,1872,1.0,148.2292,Chennai
KK Nagar,4 bhk,2286,2.0,134.0312,Chennai
Karapakkam,2 bhk,1648,2.0,53.14,Chennai
Anna Nagar,1 bhk,1522,1.0,115.845,Chennai
Chrompet,1 bhk,919,1.0,121.5765,Chennai
T Nagar,2 bhk,1858,1.0,126.9563,Chennai
Chrompet,1 bhk,1082,1.0,129.443,Chennai
Karapakkam,2 bhk,1338,2.0,73.8475,Chennai
Karapakkam,2 bhk,1559,2.0,57.49,Chennai
Karapakkam,1 bhk,860,1.0,60.6325,Chennai
Velachery,2 bhk,1769,1.0,96.2668,Chennai
Chrompet,1 bhk,1197,1.0,92.731,Chennai
Velachery,3 bhk,1971,2.0,155.5971,Chennai
Velachery,3 bhk,1966,2.0,96.6504,Chennai
KK Nagar,3 bhk,2176,2.0,117.5194,Chennai
Karapakkam,2 bhk,1519,2.0,56.86125,Chennai
KK Nagar,3 bhk,1892,2.0,115.267,Chennai
Chrompet,1 bhk,786,1.0,69.008,Chennai
Chrompet,1 bhk,942,1.0,98.2404,Chennai
Karapakkam,2 bhk,1344,2.0,75.2475,Chennai
Karapakkam,1 bhk,943,1.0,71.02125,Chennai
Chrompet,1 bhk,1098,1.0,89.0165,Chennai
Karapakkam,1 bhk,1190,1.0,64.9975,Chennai
Velachery,2 bhk,1590,1.0,96.3722,Chennai
Karapakkam,1 bhk,1040,1.0,95.67,Chennai
KK Nagar,2 bhk,1524,1.0,98.9062,Chennai
Chrompet,1 bhk,1132,1.0,83.5685,Chennai
Anna Nagar,1 bhk,1699,1.0,192.9726,Chennai
Chrompet,2 bhk,1204,1.0,100.9648,Chennai
Adyar,1 bhk,1003,1.0,137.09595,Chennai
Anna Nagar,1 bhk,1610,1.0,123.648,Chennai
Velachery,3 bhk,1869,2.0,80.7463,Chennai
Anna Nagar,1 bhk,1676,1.0,203.0213,Chennai
Adyar,1 bhk,929,1.0,94.94835,Chennai
Karapakkam,1 bhk,1265,1.0,89.70625,Chennai
T Nagar,1 bhk,1585,1.0,175.5617,Chennai
Chrompet,1 bhk,729,1.0,98.604,Chennai
T Nagar,2 bhk,1882,1.0,122.3587,Chennai
Adyar,1 bhk,912,1.0,93.5024,Chennai
KK Nagar,3 bhk,2147,2.0,171.8056,Chennai
Chrompet,1 bhk,898,1.0,129.068,Chennai
Velachery,3 bhk,1979,2.0,159.6559,Chennai
Karapakkam,2 bhk,1398,2.0,74.4325,Chennai
Karapakkam,1 bhk,942,1.0,58.95,Chennai
Karapakkam,2 bhk,1504,2.0,78.68,Chennai
Chrompet,1 bhk,821,1.0,87.0775,Chennai
Adyar,1 bhk,1045,1.0,113.298,Chennai
Chrompet,1 bhk,1149,1.0,83.1845,Chennai
Anna Nagar,1 bhk,1666,1.0,130.0959,Chennai
Karapakkam,1 bhk,1210,1.0,83.3325,Chennai
Velachery,2 bhk,1523,1.0,80.7862,Chennai
Chrompet,1 bhk,891,1.0,106.7435,Chennai
T Nagar,2 bhk,1955,1.0,223.0267,Chennai
Chrompet,1 bhk,1191,1.0,107.4912,Chennai
KK Nagar,2 bhk,1641,1.0,95.7512,Chennai
Chrompet,1 bhk,740,1.0,75.255,Chennai
Velachery,2 bhk,1588,1.0,113.8545,Chennai
Karapakkam,1 bhk,1272,1.0,75.44,Chennai
Chrompet,1 bhk,879,1.0,121.774,Chennai
Chrompet,2 bhk,1228,1.0,100.7111,Chennai
Karapakkam,1 bhk,946,1.0,79.2225,Chennai
Karapakkam,1 bhk,867,1.0,76.9125,Chennai
Velachery,3 bhk,1932,2.0,77.3362,Chennai
Velachery,2 bhk,1617,1.0,130.1474,Chennai
KK Nagar,3 bhk,2179,2.0,184.8576,Chennai
Karapakkam,1 bhk,1040,1.0,44.3775,Chennai
Karapakkam,1 bhk,950,1.0,80.475,Chennai
Karapakkam,2 bhk,1354,2.0,51.3125,Chennai
Velachery,2 bhk,1739,1.0,117.3019,Chennai
Adyar,1 bhk,935,1.0,116.7905,Chennai
Karapakkam,2 bhk,1484,2.0,67.9075,Chennai
KK Nagar,3 bhk,2182,2.0,117.7456,Chennai
Anna Nagar,1 bhk,1711,1.0,115.2387,Chennai
Chrompet,1 bhk,886,1.0,69.5682,Chennai
Velachery,2 bhk,1760,1.0,166.1643,Chennai
Chrompet,2 bhk,1283,1.0,96.0675,Chennai
Karapakkam,1 bhk,1155,1.0,61.2525,Chennai
Karapakkam,1 bhk,752,1.0,58.0725,Chennai
KK Nagar,3 bhk,1888,2.0,118.0584,Chennai
Chrompet,2 bhk,1211,1.0,132.617,Chennai
Karapakkam,1 bhk,1248,1.0,57.1025,Chennai
KK Nagar,3 bhk,1892,2.0,169.6754,Chennai
Adyar,1 bhk,1030,1.0,57.43315,Chennai
Chrompet,2 bhk,1254,1.0,90.9533,Chennai
KK Nagar,2 bhk,1762,1.0,148.2658,Chennai
Karapakkam,2 bhk,1622,2.0,111.6875,Chennai
Chrompet,1 bhk,951,1.0,112.647,Chennai
Anna Nagar,2 bhk,1981,1.0,206.9718,Chennai
Karapakkam,2 bhk,1628,2.0,60.0825,Chennai
Chrompet,1 bhk,797,1.0,71.4285,Chennai
Karapakkam,2 bhk,1587,2.0,112.68,Chennai
Chrompet,1 bhk,1081,1.0,113.1895,Chennai
Anna Nagar,2 bhk,1895,1.0,143.5847,Chennai
Chrompet,1 bhk,973,1.0,121.738,Chennai
Chrompet,1 bhk,844,1.0,93.1945,Chennai
Chrompet,1 bhk,965,1.0,65.98,Chennai
Velachery,2 bhk,1742,1.0,85.3961,Chennai
KK Nagar,1 bhk,1304,1.0,107.7998,Chennai
T Nagar,1 bhk,1510,1.0,112.2093,Chennai
T Nagar,2 bhk,1888,1.0,210.1481,Chennai
Anna Nagar,1 bhk,1540,1.0,191.4298,Chennai
Karapakkam,1 bhk,1023,1.0,73.10375,Chennai
Karapakkam,1 bhk,798,1.0,75.065,Chennai
Anna Nagar,1 bhk,1624,1.0,130.9913,Chennai
KK Nagar,2 bhk,1612,1.0,85.9974,Chennai
T Nagar,1 bhk,1723,1.0,140.2872,Chennai
Chrompet,1 bhk,950,1.0,118.7325,Chennai
T Nagar,2 bhk,1919,1.0,204.9643,Chennai
T Nagar,1 bhk,1528,1.0,142.0326,Chennai
Karapakkam,1 bhk,1081,1.0,59.4025,Chennai
Chrompet,1 bhk,1002,1.0,102.3224,Chennai
Chrompet,1 bhk,937,1.0,90.372,Chennai
KK Nagar,4 bhk,2372,2.0,138.5104,Chennai
Chrompet,2 bhk,1237,1.0,133.313,Chennai
Chrompet,2 bhk,1242,1.0,138.9695,Chennai
Velachery,2 bhk,1700,1.0,73.2629,Chennai
KK Nagar,4 bhk,2422,2.0,125.329,Chennai
Chrompet,1 bhk,801,1.0,73.853,Chennai
Velachery,2 bhk,1503,1.0,107.6937,Chennai
Anna Nagar,1 bhk,1549,1.0,185.3193,Chennai
Adyar,1 bhk,606,1.0,86.0534,Chennai
Chrompet,2 bhk,1277,1.0,101.501,Chennai
Chrompet,1 bhk,791,1.0,95.251,Chennai
T Nagar,2 bhk,1878,1.0,207.3463,Chennai
Karapakkam,1 bhk,806,1.0,72.1075,Chennai
T Nagar,1 bhk,1543,1.0,190.8343,Chennai
